MN908947.3	21904	21933	
MN908947.3	22091	22113	
MN908947.3	22247	22274	
MN908947.3	22402	22428	
MN908947.3	22474	22503	
MN908947.3	22648	22677	
MN908947.3	22742	22774	
MN908947.3	22785	22805	
MN908947.3	22944	22974	
MN908947.3	23028	23057	
MN908947.3	23120	23141	
MN908947.3	23219	23246	
MN908947.3	23327	23351	
MN908947.3	23553	23575	
MN908947.3	23611	23635	
MN908947.3	23853	23876	
MN908947.3	23914	23944	
MN908947.3	23927	23955	
MN908947.3	24171	24194	
MN908947.3	24233	24258	
MN908947.3	24426	24448	
MN908947.3	24545	24567	
MN908947.3	24750	24772	
MN908947.3	24814	24836	
MN908947.3	25051	25076	
MN908947.3	25122	25150	
MN908947.3	25331	25353	
MN908947.3	25438	25461	
MN908947.3	25645	25672	
MN908947.3	25711	25740	
MN908947.3	25951	25979	
MN908947.3	26026	26050	
MN908947.3	26242	26268	
MN908947.3	26255	26277	
MN908947.3	26338	26360	
MN908947.3	26564	26587	
MN908947.3	26592	26621	
MN908947.3	26635	26661	
MN908947.3	26873	26895	
MN908947.3	26956	26979	
MN908947.3	26966	26991	
MN908947.3	27152	27177	
MN908947.3	27218	27251	
MN908947.3	27256	27283	
MN908947.3	27447	27473	
MN908947.3	27534	27560	
MN908947.3	27700	27726	
MN908947.3	27826	27855	
MN908947.3	27996	28021	
MN908947.3	28082	28104	
MN908947.3	28190	28214	
MN908947.3	28394	28416	
MN908947.3	28512	28536	
MN908947.3	28572	28598	
MN908947.3	28827	28849	
MN908947.3	28893	28914	
MN908947.3	29136	29161	
MN908947.3	29206	29227	
MN908947.3	29452	29475	
MN908947.3	29512	29534	
MN908947.3	29827	29854	
